User_Id,Place_Id,Place_Ratings,Comment
1,21,2,"Museum Wayang kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
1,328,2,"Ada beberapa hal di Gua Pawon yang bikin kecewa, gak sesuai harapan."
1,307,4,"Perkebunan Teh Malabar bikin hati adem, overall pengalaman di sini menyenangkan!"
1,302,2,"Aku sebenernya berharap lebih dari Masjid Pusdai, tapi yaudah lah."
1,48,2,"Taman Ismail Marzuki kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
2,147,2,"Sayang banget Bentara Budaya Yogyakarta (BBY) kurang terawat, padahal potensinya besar."
2,2,5,Kota Tua juara banget! Gak ada tandingannya buat liburan kali ini.
2,322,4,"Udah oke banget sih Bukit Jamur, mungkin lain kali bakal lebih perfect lagi."
2,23,3,"Buat refreshing, Gereja Katedral masih oke lah, walaupun gak spesial banget."
2,85,4,"Keren, Taman Pintar Yogyakarta emang tempat liburan yang cocok buat keluarga atau teman."
2,371,3,"Wisata Eling Bening rasanya agak kurang greget, tapi tetep layak dicoba kok."
2,78,5,Semua di Hutan Kota Srengseng tuh pas banget. Gak ada yang mengecewakan sama sekali.
2,111,2,"Puncak Pinus Becici tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
2,107,2,"Aku sebenernya berharap lebih dari Bangsal Pagelaran, tapi yaudah lah."
2,185,2,"Pantai Krakal tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
2,413,3,"Gak buruk sih, tapi aku berharap lebih dari Museum TNI AL Loka Jala Crana."
2,389,2,"Brown Canyon kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
2,437,5,"Gilaa, Gereja Perawan Maria Tak Berdosa Surabaya keren banget! Liburan jadi lebih seru gara-gara ke sini."
2,105,2,"Sebenarnya bisa jadi tempat bagus, tapi Candi Donotirto kayaknya butuh banyak perbaikan."
2,176,3,"Kalau cuma buat foto-foto, Museum Gunung Merapi lumayan menarik, tapi gak lebih dari itu."
2,407,5,Semua di Taman Ekspresi Dan Perpustakaan tuh pas banget. Gak ada yang mengecewakan sama sekali.
2,208,5,Taman Sungai Mudal juara banget! Gak ada tandingannya buat liburan kali ini.
2,281,2,"Tektona Waterpark tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
2,167,2,"Sebenarnya bisa jadi tempat bagus, tapi Geoforest Watu Payung Turunan kayaknya butuh banyak perbaikan."
2,384,5,Semua di Kampung Tematik Jawi tuh pas banget. Gak ada yang mengecewakan sama sekali.
2,426,4,"Udah oke banget sih Balai Kota Surabaya, mungkin lain kali bakal lebih perfect lagi."
2,390,2,"Sayang banget Durian Gardens and Tourism Education Watu Simbar kurang terawat, padahal potensinya besar."
2,367,2,"Sayang banget Wisata Lereng Kelir kurang terawat, padahal potensinya besar."
2,166,2,"Sayang banget Kebun Teh Nglinggo kurang terawat, padahal potensinya besar."
2,18,5,"Museum Bank Indonesia bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
2,321,3,"Glamping Lakeside Rancabali biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
2,262,3,"Mungkin karena harapanku tinggi, jadinya Wot Batu terkesan biasa aja."
3,223,5,Masjid Raya Bandung juara banget! Gak ada tandingannya buat liburan kali ini.
3,17,5,Semua di Museum Fatahillah tuh pas banget. Gak ada yang mengecewakan sama sekali.
3,319,5,Semua di Kawah Rengganis Cibuni tuh pas banget. Gak ada yang mengecewakan sama sekali.
3,310,3,"Gak buruk sih, tapi aku berharap lebih dari Taman Bunga Cihideung."
3,421,3,"Buat refreshing, Museum Kesehatan Dr. Adhyatma masih oke lah, walaupun gak spesial banget."
3,202,5,"Kalau bisa kasih lebih dari 5 bintang buat Pantai Ngandong, pasti aku kasih!"
3,48,2,"Kurang puas sama pengalaman di Taman Ismail Marzuki, bisa jauh lebih baik dari ini."
3,283,3,"Jembatan Pasupati rasanya agak kurang greget, tapi tetep layak dicoba kok."
3,250,2,"Kurang puas sama pengalaman di Pesona Nirwana Waterpark & Cottages, bisa jauh lebih baik dari ini."
3,118,2,"Sayang banget Museum Sonobudoyo Unit I kurang terawat, padahal potensinya besar."
3,54,2,"Sebenarnya bisa jadi tempat bagus, tapi Taman Agrowisata Cilangkap kayaknya butuh banyak perbaikan."
3,70,3,"Buat refreshing, Perpustakaan Nasional masih oke lah, walaupun gak spesial banget."
3,33,4,"Nyaman banget di Taman Suropati, walaupun gak sepenuhnya sempurna."
3,227,2,"Aku sebenernya berharap lebih dari Alun-Alun Kota Bandung, tapi yaudah lah."
3,86,4,"Keraton Yogyakarta itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
3,105,5,"Berasa kayak mimpi pas di Candi Donotirto, saking bagusnya. Harus banget balik lagi!"
3,249,3,"Masih banyak tempat lain yang lebih menarik, tapi Upside Down World Bandung juga gak buruk."
3,131,4,"Udah oke banget sih Watu Lumbung, mungkin lain kali bakal lebih perfect lagi."
3,382,2,"Ada beberapa hal di Kampoeng Kopi Banaran yang bikin kecewa, gak sesuai harapan."
3,193,2,"Candi Sewu tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
3,176,2,"Kurang puas sama pengalaman di Museum Gunung Merapi, bisa jauh lebih baik dari ini."
3,104,3,"Gak buruk sih, tapi aku berharap lebih dari Tebing Breksi."
3,24,4,"Keren, Museum Nasional emang tempat liburan yang cocok buat keluarga atau teman."
3,128,5,Gumuk Pasir Parangkusumo juara banget! Gak ada tandingannya buat liburan kali ini.
3,134,3,"Masih banyak tempat lain yang lebih menarik, tapi Desa Wisata Gamplong juga gak buruk."
3,228,3,"Gak buruk sih, tapi aku berharap lebih dari Museum Sri Baduga."
3,237,3,"Mungkin karena harapanku tinggi, jadinya Panghegar Waterboom Bandung terkesan biasa aja."
3,100,4,"Keren, Taman Budaya Yogyakarta emang tempat liburan yang cocok buat keluarga atau teman."
3,198,5,"Suasananya enak, pemandangannya cakep banget di Pantai Greweng. Worth every penny!"
4,50,2,"Sayang banget Museum Joang 45 kurang terawat, padahal potensinya besar."
4,376,2,"Aku sebenernya berharap lebih dari Semarang Chinatown, tapi yaudah lah."
4,268,4,"Seru banget liburan di Sudut Pandang Bandung, meskipun ada sedikit kekurangan kecil."
4,242,4,"Nyaman banget di Curug Dago, walaupun gak sepenuhnya sempurna."
4,82,3,"Kalau cuma buat foto-foto, Museum Satria Mandala lumayan menarik, tapi gak lebih dari itu."
4,348,5,"Pura Giri Natha bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
4,409,3,"Rumah Batik biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
4,88,3,"Masih banyak tempat lain yang lebih menarik, tapi Museum Benteng Vredeburg Yogyakarta juga gak buruk."
4,4,4,"Taman Mini Indonesia Indah (TMII) itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
4,377,3,"Buat refreshing, La Kana Chapel masih oke lah, walaupun gak spesial banget."
4,43,5,"Kalau bisa kasih lebih dari 5 bintang buat The Escape Hunt, pasti aku kasih!"
4,15,4,"Seru banget liburan di Pasar Seni, meskipun ada sedikit kekurangan kecil."
4,91,3,"Masih banyak tempat lain yang lebih menarik, tapi Situs Warungboto juga gak buruk."
4,193,5,"Kalau bisa kasih lebih dari 5 bintang buat Candi Sewu, pasti aku kasih!"
4,312,3,"Mungkin karena harapanku tinggi, jadinya Taman Hutan Raya Ir. H. Juanda terkesan biasa aja."
4,44,2,"Monumen Selamat Datang tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
4,14,5,"Gilaa, Pulau Pelangi keren banget! Liburan jadi lebih seru gara-gara ke sini."
4,406,3,"Kebun Bibit Wonorejo biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
4,383,2,"Kurang puas sama pengalaman di Taman Tabanas, bisa jauh lebih baik dari ini."
4,229,2,"Kurang puas sama pengalaman di Rabbit Town, bisa jauh lebih baik dari ini."
4,290,3,"Kalau cuma buat foto-foto, Museum Pendidikan Nasional lumayan menarik, tapi gak lebih dari itu."
4,5,5,Semua di Atlantis Water Adventure tuh pas banget. Gak ada yang mengecewakan sama sekali.
4,294,5,Semua di Taman Film tuh pas banget. Gak ada yang mengecewakan sama sekali.
4,309,5,"Gilaa, Observatorium Bosscha keren banget! Liburan jadi lebih seru gara-gara ke sini."
4,74,2,"Aku sebenernya berharap lebih dari Museum Tengah Kebun, tapi yaudah lah."
4,97,2,"Sayang banget Monumen Yogya Kembali kurang terawat, padahal potensinya besar."
5,421,4,"Hampir semua hal di Museum Kesehatan Dr. Adhyatma sesuai ekspektasi, jadi bakal balik lagi pastinya."
5,138,2,"Sebenarnya bisa jadi tempat bagus, tapi Jogja Exotarium kayaknya butuh banyak perbaikan."
5,436,5,"Kalau bisa kasih lebih dari 5 bintang buat Taman Flora Bratang Surabaya, pasti aku kasih!"
5,395,2,"Aku sebenernya berharap lebih dari Taman Prestasi, tapi yaudah lah."
5,300,4,"Udah oke banget sih Sanghyang Heuleut, mungkin lain kali bakal lebih perfect lagi."
5,321,3,"Glamping Lakeside Rancabali rasanya agak kurang greget, tapi tetep layak dicoba kok."
5,68,5,"Pasar Petak Sembilan bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
5,55,5,"Kalau bisa kasih lebih dari 5 bintang buat Klenteng Jin De Yuan, pasti aku kasih!"
5,434,4,"Taman Bungkul bikin hati adem, overall pengalaman di sini menyenangkan!"
5,9,5,"Kalau bisa kasih lebih dari 5 bintang buat Pelabuhan Marina, pasti aku kasih!"
5,166,3,"Gak buruk sih, tapi aku berharap lebih dari Kebun Teh Nglinggo."
5,151,5,"Desa Wisata Kelor bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
5,4,3,"Taman Mini Indonesia Indah (TMII) biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
5,61,3,"Kalau cuma buat foto-foto, Tugu Proklamasi lumayan menarik, tapi gak lebih dari itu."
5,159,2,"Hutan Pinus Asri kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
5,397,5,"Taman Kunang-Kunang bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
5,391,2,"Kurang puas sama pengalaman di Flower Farm Setiya Aji, bisa jauh lebih baik dari ini."
5,407,3,"Gak buruk sih, tapi aku berharap lebih dari Taman Ekspresi Dan Perpustakaan."
5,301,2,"Sebenarnya bisa jadi tempat bagus, tapi Lereng Anteng Panoramic Coffee Place kayaknya butuh banyak perbaikan."
5,143,4,"Seru banget liburan di Seribu Batu Songgo Langit, meskipun ada sedikit kekurangan kecil."
5,27,2,"Sebenarnya bisa jadi tempat bagus, tapi Sea World kayaknya butuh banyak perbaikan."
5,283,4,"Jembatan Pasupati itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
5,190,2,"Sebenarnya bisa jadi tempat bagus, tapi Pantai Samas kayaknya butuh banyak perbaikan."
5,346,4,"Hampir semua hal di Indonesia Kaya Park sesuai ekspektasi, jadi bakal balik lagi pastinya."
5,67,4,"Hampir semua hal di Margasatwa Muara Angke sesuai ekspektasi, jadi bakal balik lagi pastinya."
5,381,3,"Gak buruk sih, tapi aku berharap lebih dari Tugu Muda Semarang."
5,368,3,"Buat refreshing, Kampoeng Rawa masih oke lah, walaupun gak spesial banget."
5,433,4,"Nyaman banget di Museum Mpu Tantular, walaupun gak sepenuhnya sempurna."
5,420,3,"Surabaya Museum (Gedung Siola) biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
5,335,3,"Gak buruk sih, tapi aku berharap lebih dari Candi Gedong Songo."
5,115,3,"Monumen Sanapati rasanya agak kurang greget, tapi tetep layak dicoba kok."
6,433,4,"Seru banget liburan di Museum Mpu Tantular, meskipun ada sedikit kekurangan kecil."
6,334,2,"Ada beberapa hal di Chingu Cafe Little Seoul yang bikin kecewa, gak sesuai harapan."
6,348,2,"Pura Giri Natha tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
6,219,2,"Kurang puas sama pengalaman di Tebing Karaton, bisa jauh lebih baik dari ini."
6,178,3,"Mungkin karena harapanku tinggi, jadinya Goa Pindul terkesan biasa aja."
6,266,3,"Buat refreshing, Caringin Tilu masih oke lah, walaupun gak spesial banget."
6,92,2,"Ada beberapa hal di Nol Kilometer Jl.Malioboro yang bikin kecewa, gak sesuai harapan."
6,64,5,"Suasananya enak, pemandangannya cakep banget di Museum Sasmita Loka Ahmad Yani. Worth every penny!"
6,102,4,"Hampir semua hal di Monumen Batik Yogyakarta sesuai ekspektasi, jadi bakal balik lagi pastinya."
6,166,5,"Suasananya enak, pemandangannya cakep banget di Kebun Teh Nglinggo. Worth every penny!"
6,257,2,"Sebenarnya bisa jadi tempat bagus, tapi Monumen Bandung Lautan Api kayaknya butuh banyak perbaikan."
6,243,5,"Gilaa, Kampung Korea Bandung keren banget! Liburan jadi lebih seru gara-gara ke sini."
6,346,5,"Indonesia Kaya Park bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
6,116,5,"Suasananya enak, pemandangannya cakep banget di Jurang Tembelan Kanigoro. Worth every penny!"
6,359,2,"Taman Bunga Celosia kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
6,121,4,"Seru banget liburan di Candi Prambanan, meskipun ada sedikit kekurangan kecil."
6,385,4,"Kampung Batik Gedong Semarang bikin hati adem, overall pengalaman di sini menyenangkan!"
6,398,5,"Gilaa, Taman Buah Surabaya keren banget! Liburan jadi lebih seru gara-gara ke sini."
6,88,5,"Gilaa, Museum Benteng Vredeburg Yogyakarta keren banget! Liburan jadi lebih seru gara-gara ke sini."
6,119,2,"Ada beberapa hal di Lava Bantal yang bikin kecewa, gak sesuai harapan."
6,393,2,"Taman Harmoni Keputih tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
6,4,4,"Nyaman banget di Taman Mini Indonesia Indah (TMII), walaupun gak sepenuhnya sempurna."
6,298,3,"Gak buruk sih, tapi aku berharap lebih dari Gunung Lalakon."
6,410,2,"Sebenarnya bisa jadi tempat bagus, tapi Ciputra Waterpark kayaknya butuh banyak perbaikan."
6,224,5,"Dago Dreampark bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
6,379,4,"Goa Rong itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
6,382,2,"Sebenarnya bisa jadi tempat bagus, tapi Kampoeng Kopi Banaran kayaknya butuh banyak perbaikan."
7,255,5,Semua di Museum Barli tuh pas banget. Gak ada yang mengecewakan sama sekali.
7,269,3,"Bumi Perkemahan Batu Kuda biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
7,213,3,"Masih banyak tempat lain yang lebih menarik, tapi Gedung Sate juga gak buruk."
7,228,3,"Masih banyak tempat lain yang lebih menarik, tapi Museum Sri Baduga juga gak buruk."
7,126,5,"Pantai Goa Cemara bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
7,192,5,"Air Terjun Sri Gethuk bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
7,376,4,"Keren, Semarang Chinatown emang tempat liburan yang cocok buat keluarga atau teman."
7,183,5,"Jogja Bay Pirates Adventure Waterpark bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
7,129,4,"Hampir semua hal di Bukit Lintang Sewu sesuai ekspektasi, jadi bakal balik lagi pastinya."
7,303,4,"Seru banget liburan di Masjid Al-Imtizaj, meskipun ada sedikit kekurangan kecil."
7,296,3,"Buat refreshing, Batununggal Indah Club masih oke lah, walaupun gak spesial banget."
7,237,5,"Berasa kayak mimpi pas di Panghegar Waterboom Bandung, saking bagusnya. Harus banget balik lagi!"
7,99,4,"Kampung Wisata Kadipaten itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
7,88,4,"Hampir semua hal di Museum Benteng Vredeburg Yogyakarta sesuai ekspektasi, jadi bakal balik lagi pastinya."
7,148,3,"Goa Rancang Kencono rasanya agak kurang greget, tapi tetep layak dicoba kok."
7,13,2,"Sebenarnya bisa jadi tempat bagus, tapi Pulau Pramuka kayaknya butuh banyak perbaikan."
7,377,5,"Kalau bisa kasih lebih dari 5 bintang buat La Kana Chapel, pasti aku kasih!"
7,247,4,"Hampir semua hal di Kiara Artha Park sesuai ekspektasi, jadi bakal balik lagi pastinya."
7,31,3,"Wisata Alam Mangrove Angke biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
7,298,4,"Seru banget liburan di Gunung Lalakon, meskipun ada sedikit kekurangan kecil."
7,290,4,"Udah oke banget sih Museum Pendidikan Nasional, mungkin lain kali bakal lebih perfect lagi."
7,385,5,"Gilaa, Kampung Batik Gedong Semarang keren banget! Liburan jadi lebih seru gara-gara ke sini."
7,77,5,"Taman Hutan Tebet bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
7,107,2,"Bangsal Pagelaran kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
8,158,5,"Pantai Pok Tunggal bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
8,301,3,"Lereng Anteng Panoramic Coffee Place rasanya agak kurang greget, tapi tetep layak dicoba kok."
8,290,2,"Sayang banget Museum Pendidikan Nasional kurang terawat, padahal potensinya besar."
8,322,5,"Gilaa, Bukit Jamur keren banget! Liburan jadi lebih seru gara-gara ke sini."
8,306,4,"Nyaman banget di Sungai Palayangan, walaupun gak sepenuhnya sempurna."
8,98,5,Taman Pelangi Yogyakarta juara banget! Gak ada tandingannya buat liburan kali ini.
8,235,4,"Hampir semua hal di Gua Belanda sesuai ekspektasi, jadi bakal balik lagi pastinya."
8,45,2,"Aku sebenernya berharap lebih dari Jakarta Aquarium dan Safari, tapi yaudah lah."
8,173,3,"Pantai Nglambor rasanya agak kurang greget, tapi tetep layak dicoba kok."
8,393,5,"Gilaa, Taman Harmoni Keputih keren banget! Liburan jadi lebih seru gara-gara ke sini."
8,395,5,Semua di Taman Prestasi tuh pas banget. Gak ada yang mengecewakan sama sekali.
8,89,3,"De Mata Museum Jogja biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
8,433,4,"Keren, Museum Mpu Tantular emang tempat liburan yang cocok buat keluarga atau teman."
8,143,5,"Kalau bisa kasih lebih dari 5 bintang buat Seribu Batu Songgo Langit, pasti aku kasih!"
8,275,3,"Gak buruk sih, tapi aku berharap lebih dari Curug Cipanas."
8,25,5,"Berasa kayak mimpi pas di Pasar Tanah Abang, saking bagusnya. Harus banget balik lagi!"
8,130,3,"Studio Alam Gamplong rasanya agak kurang greget, tapi tetep layak dicoba kok."
8,223,5,"Berasa kayak mimpi pas di Masjid Raya Bandung, saking bagusnya. Harus banget balik lagi!"
8,368,2,"Sebenarnya bisa jadi tempat bagus, tapi Kampoeng Rawa kayaknya butuh banyak perbaikan."
8,164,5,Semua di Pintoe Langit Dahromo tuh pas banget. Gak ada yang mengecewakan sama sekali.
8,267,4,"Panama Park 825 bikin hati adem, overall pengalaman di sini menyenangkan!"
8,202,3,"Kalau cuma buat foto-foto, Pantai Ngandong lumayan menarik, tapi gak lebih dari itu."
8,56,2,"Aku sebenernya berharap lebih dari Pantai Ancol, tapi yaudah lah."
8,30,3,"Taman Menteng rasanya agak kurang greget, tapi tetep layak dicoba kok."
8,238,3,"Mungkin karena harapanku tinggi, jadinya Gunung Manglayang terkesan biasa aja."
8,294,4,"Udah oke banget sih Taman Film, mungkin lain kali bakal lebih perfect lagi."
9,402,3,"Food Junction Grand Pakuwon rasanya agak kurang greget, tapi tetep layak dicoba kok."
9,196,4,"Pantai Ngrenehan itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
9,406,4,"Keren, Kebun Bibit Wonorejo emang tempat liburan yang cocok buat keluarga atau teman."
9,55,4,"Hampir semua hal di Klenteng Jin De Yuan sesuai ekspektasi, jadi bakal balik lagi pastinya."
9,30,3,"Masih banyak tempat lain yang lebih menarik, tapi Taman Menteng juga gak buruk."
9,246,5,"Suasananya enak, pemandangannya cakep banget di Curug Tilu Leuwi Opat. Worth every penny!"
9,310,4,"Nyaman banget di Taman Bunga Cihideung, walaupun gak sepenuhnya sempurna."
9,417,4,"Klenteng Sanggar Agung bikin hati adem, overall pengalaman di sini menyenangkan!"
9,304,4,"Situ Cileunca bikin hati adem, overall pengalaman di sini menyenangkan!"
9,206,3,"Wisata Kaliurang rasanya agak kurang greget, tapi tetep layak dicoba kok."
9,211,3,"GunungTangkuban perahu rasanya agak kurang greget, tapi tetep layak dicoba kok."
9,28,5,"Gilaa, Wisata Agro Edukatif Istana Susu Cibugary keren banget! Liburan jadi lebih seru gara-gara ke sini."
9,264,3,"Mungkin karena harapanku tinggi, jadinya Gereja Katedral Santo Petrus Bandung terkesan biasa aja."
9,242,3,"Kalau cuma buat foto-foto, Curug Dago lumayan menarik, tapi gak lebih dari itu."
9,403,3,"Masih banyak tempat lain yang lebih menarik, tapi Taman Barunawati juga gak buruk."
9,253,4,"Nyaman banget di Selasar Sunaryo Art Space, walaupun gak sepenuhnya sempurna."
9,265,4,"Seru banget liburan di Museum Mandala Wangsit Siliwangi, meskipun ada sedikit kekurangan kecil."
9,331,4,"Keren, Kyotoku Floating Market emang tempat liburan yang cocok buat keluarga atau teman."
9,188,4,"Seru banget liburan di Pantai Sadranan, meskipun ada sedikit kekurangan kecil."
9,54,3,"Taman Agrowisata Cilangkap biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
9,420,5,"Kalau bisa kasih lebih dari 5 bintang buat Surabaya Museum (Gedung Siola), pasti aku kasih!"
9,416,4,"Hampir semua hal di Keraton Surabaya sesuai ekspektasi, jadi bakal balik lagi pastinya."
9,378,5,"Jembatan Biru Ambarawa bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
9,233,4,"Gunung Papandayan itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
9,95,5,"Gilaa, Desa Wisata Sungai Code Jogja Kota keren banget! Liburan jadi lebih seru gara-gara ke sini."
9,105,2,"Ada beberapa hal di Candi Donotirto yang bikin kecewa, gak sesuai harapan."
9,204,2,"Sayang banget Desa Wisata Pulesari kurang terawat, padahal potensinya besar."
9,225,5,"Orchid Forest Cikole bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
9,341,5,"Berasa kayak mimpi pas di Hutan Wisata Tinjomoyo Semarang, saking bagusnya. Harus banget balik lagi!"
10,145,3,"Kalau cuma buat foto-foto, Desa Wisata Rumah Domes/Teletubbies lumayan menarik, tapi gak lebih dari itu."
10,36,4,"Udah oke banget sih Skyrink - Mall Taman Anggrek, mungkin lain kali bakal lebih perfect lagi."
10,168,5,"Kalau bisa kasih lebih dari 5 bintang buat Pantai Timang, pasti aku kasih!"
10,12,2,"Pulau Pari kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
10,134,5,"Gilaa, Desa Wisata Gamplong keren banget! Liburan jadi lebih seru gara-gara ke sini."
10,280,4,"Hampir semua hal di Gereja Tiberias Indonesia Bandung sesuai ekspektasi, jadi bakal balik lagi pastinya."
10,236,4,"Nyaman banget di Taman Balai Kota Bandung, walaupun gak sepenuhnya sempurna."
10,95,5,Desa Wisata Sungai Code Jogja Kota juara banget! Gak ada tandingannya buat liburan kali ini.
10,344,3,"Buat refreshing, Pantai Marina masih oke lah, walaupun gak spesial banget."
10,18,5,"Suasananya enak, pemandangannya cakep banget di Museum Bank Indonesia. Worth every penny!"
10,42,3,"Gak buruk sih, tapi aku berharap lebih dari Museum Seni Rupa dan Keramik."
10,90,5,"Berasa kayak mimpi pas di Kampung Wisata Taman Sari, saking bagusnya. Harus banget balik lagi!"
10,75,4,"Keren, SnowBay Waterpark emang tempat liburan yang cocok buat keluarga atau teman."
10,63,5,Museum Kebangkitan Nasional juara banget! Gak ada tandingannya buat liburan kali ini.
10,205,5,"Kalau bisa kasih lebih dari 5 bintang buat Desa Wisata Tembi, pasti aku kasih!"
10,268,3,"Sudut Pandang Bandung biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
10,234,3,"Amazing Art World rasanya agak kurang greget, tapi tetep layak dicoba kok."
10,284,3,"Pasar Baru biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
10,405,3,"Masih banyak tempat lain yang lebih menarik, tapi Surabaya North Quay juga gak buruk."
10,230,4,"Stone Garden Citatah itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
10,197,3,"Masih banyak tempat lain yang lebih menarik, tapi Pantai Jungwok juga gak buruk."
10,339,3,"Buat refreshing, Sam Poo Kong Temple masih oke lah, walaupun gak spesial banget."
10,159,2,"Sayang banget Hutan Pinus Asri kurang terawat, padahal potensinya besar."
10,77,2,"Sebenarnya bisa jadi tempat bagus, tapi Taman Hutan Tebet kayaknya butuh banyak perbaikan."
10,23,2,"Sebenarnya bisa jadi tempat bagus, tapi Gereja Katedral kayaknya butuh banyak perbaikan."
10,67,5,"Kalau bisa kasih lebih dari 5 bintang buat Margasatwa Muara Angke, pasti aku kasih!"
10,35,4,"Seru banget liburan di Grand Indonesia Mall, meskipun ada sedikit kekurangan kecil."
11,229,2,"Rabbit Town kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
11,226,2,"Sayang banget Kawasan Punclut kurang terawat, padahal potensinya besar."
11,310,3,"Kalau cuma buat foto-foto, Taman Bunga Cihideung lumayan menarik, tapi gak lebih dari itu."
